District,Taluka,Village_Cluster,Latitude,Longitude,Season,Cane_Variety,Soil_Type,Irrigation_Method,Area_Harvested_Ha,Planting_Date,Harvest_Date,Harvest_Year,Avg_NDVI,Avg_EVI,Avg_LST_Celsius,Avg_Max_Temp_Celsius,Avg_Min_Temp_Celsius,Solar_Radiation_kWh,Avg_Humidity_Percent,Accumulated_Rainfall_mm,Yield_Tonnes_Ha
Ahmednagar,Sangamner,Sangamner_Cluster_3,19.1961,74.9724,Adsali,VSI 434,Sandy Loam,Flood,1.21,22-07-2023,21-07-2024,2024,0.85,0.586,30.3,32.9,23.5,5.68,66.6,455.8,169.39
Ahmednagar,Rahata,Rahata_Cluster_3,18.6629,74.7895,Suru,VSI 434,Black Cotton,Flood,3.65,17-04-2020,27-06-2021,2021,0.457,0.349,30.8,32.2,17.9,5.73,66.5,337.7,112.65
Ahmednagar,Nevasa,Nevasa_Cluster_18,18.7872,74.7966,Pre-seasonal,Co 92005,Clay Loam,Rainfed,0.99,06-01-2019,10-05-2020,2020,0.414,0.452,31.9,33.1,19.5,6.14,63.2,458,95.8
Ahmednagar,Sangamner,Sangamner_Cluster_18,18.707,74.4319,Suru,Co 92005,Medium Black,Drip,3.71,17-01-2023,26-03-2024,2024,0.726,0.613,34.9,37.1,20.3,6.37,43,559.3,116.03
Ahmednagar,Akole,Akole_Cluster_16,19.3766,74.4252,Pre-seasonal,Co 92005,Black Cotton,Drip,4.83,04-06-2018,13-08-2019,2019,0.803,0.641,25.5,27.9,19.7,4.99,87.6,793.3,176.61
Ahmednagar,Nevasa,Nevasa_Cluster_4,18.661,75.1528,Adsali,VSI 434,Black Cotton,Flood,2.35,20-09-2019,22-12-2020,2020,0.837,0.661,26.3,28.8,17.1,4.26,72.1,621.9,163.41
Ahmednagar,Karjat,Karjat_Cluster_14,18.673,74.5997,Pre-seasonal,VSI 434,Medium Black,Rainfed,2.44,07-06-2020,18-10-2021,2021,0.681,0.454,26.1,28.1,19.4,5.13,50.2,648.4,105.77
Ahmednagar,Akole,Akole_Cluster_4,19.1563,74.257,Pre-seasonal,Co 86032,Clay Loam,Drip,1.44,16-05-2022,27-06-2023,2023,0.841,0.693,28.4,30.9,20.4,5.15,79.8,942.9,170.63
Ahmednagar,Parner,Parner_Cluster_10,18.7818,74.7381,Pre-seasonal,VSI 434,Medium Black,Flood,3.24,18-02-2020,15-04-2021,2021,0.728,0.584,29.4,31.6,21,4.88,67.1,217.8,118.38
Ahmednagar,Sangamner,Sangamner_Cluster_17,18.9863,74.2527,Adsali,Co 86032,Clay Loam,Flood,2.19,28-02-2018,02-04-2019,2019,0.778,0.63,31.2,33.5,19.6,5.09,56.8,340.6,159.75
Ahmednagar,Pathardi,Pathardi_Cluster_17,19.3724,74.42,Adsali,Co 92005,Medium Black,Rainfed,4.28,31-01-2019,12-05-2020,2020,0.603,0.486,31.6,33.4,23.6,5.14,48.5,460.1,116.67
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,18.8174,75.1739,Suru,Co 86032,Medium Black,Flood,2.7,04-11-2021,09-12-2022,2022,0.639,0.514,33.8,35.7,20.4,4.91,67.7,332,108.27
Ahmednagar,Rahuri,Rahuri_Cluster_5,19.1777,74.4802,Suru,CoM 0265,Black Cotton,Flood,4.94,22-10-2019,22-12-2020,2020,0.766,0.593,31.2,33.5,20.5,6.19,50.5,611.6,138.92
Ahmednagar,Shrirampur,Shrirampur_Cluster_10,18.7362,74.2907,Adsali,Co 92005,Medium Black,Flood,2.62,06-06-2018,30-09-2019,2019,0.791,0.673,28.1,30.5,19.7,5.04,65.8,367.2,168.31
Ahmednagar,Sangamner,Sangamner_Cluster_16,19.4621,74.8439,Suru,CoM 0265,Black Cotton,Drip,2.94,27-10-2017,13-01-2019,2019,0.696,0.568,34.9,37,20.2,6.01,70.3,453.1,129.85
Ahmednagar,Shrirampur,Shrirampur_Cluster_13,19.3895,74.9649,Pre-seasonal,VSI 434,Sandy Loam,Rainfed,2.84,06-06-2023,22-08-2024,2024,0.604,0.431,28.8,30.6,15.7,5.71,74.1,350.1,103.98
Ahmednagar,Kopargaon,Kopargaon_Cluster_5,18.6133,74.6083,Adsali,Co 86032,Black Cotton,Drip,4.52,22-01-2022,02-02-2023,2023,0.85,0.669,29.7,32.3,19.3,4.61,73.5,439.2,180
Ahmednagar,Parner,Parner_Cluster_5,19.384,74.3606,Suru,Co 92005,Medium Black,Flood,2.12,15-01-2019,28-03-2020,2020,0.587,0.444,32.8,34.6,16.9,5.27,65.1,344.9,101.77
Ahmednagar,Pathardi,Pathardi_Cluster_12,19.0404,74.8011,Suru,Co 86032,Medium Black,Flood,3.9,01-08-2018,07-12-2019,2019,0.56,0.337,32.5,34.2,22.1,5.95,66.4,314.7,111.73
Ahmednagar,Rahata,Rahata_Cluster_8,18.9744,74.8046,Pre-seasonal,Co 86032,Medium Black,Flood,2.58,09-11-2018,21-11-2019,2019,0.83,0.702,27.9,30.4,17.7,5.41,72,339,167.18
Ahmednagar,Shrirampur,Shrirampur_Cluster_6,18.5169,74.599,Adsali,Co 86032,Medium Black,Flood,4.78,21-09-2023,15-11-2024,2024,0.705,0.543,29.7,31.8,22.1,5.51,51.4,303.5,142.25
Ahmednagar,Jamkhed,Jamkhed_Cluster_20,18.644,74.8499,Pre-seasonal,Co 86032,Clay Loam,Flood,4.16,03-09-2020,28-10-2021,2021,0.85,0.721,32.2,34.7,20.9,5.79,51.7,339.2,146.56
Ahmednagar,Parner,Parner_Cluster_9,18.6791,74.4415,Pre-seasonal,VSI 434,Black Cotton,Drip,1.02,18-02-2020,22-03-2021,2021,0.742,0.58,31.7,33.9,22.4,4.55,61.1,376.1,144.07
Ahmednagar,Pathardi,Pathardi_Cluster_3,19.2829,74.672,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,2.85,15-04-2023,01-05-2024,2024,0.595,0.464,27.2,29,21,5.04,64.1,485.7,102.45
Ahmednagar,Shrigonda,Shrigonda_Cluster_13,19.48,74.5719,Suru,Co 92005,Black Cotton,Rainfed,3.47,17-09-2021,24-09-2022,2022,0.415,0.34,33.3,34.6,23.9,5.97,57.3,463.3,88.34
Ahmednagar,Rahuri,Rahuri_Cluster_18,19.3788,74.8036,Adsali,VSI 434,Sandy Loam,Rainfed,2.09,17-10-2021,02-02-2023,2023,0.372,0.293,29.3,30.4,21.5,5.41,57.3,561.5,85.83
Ahmednagar,Jamkhed,Jamkhed_Cluster_17,19.3211,74.3734,Suru,CoM 0265,Medium Black,Rainfed,2.28,25-05-2019,25-08-2020,2020,0.512,0.326,34.4,35.9,21.9,5.55,62.6,409.2,74.77
Ahmednagar,Rahuri,Rahuri_Cluster_9,18.9202,74.9916,Pre-seasonal,VSI 434,Clay Loam,Flood,1.78,25-12-2022,10-04-2024,2024,0.717,0.556,26.2,28.4,21,5.43,75.1,286.8,132.15
Ahmednagar,Shrigonda,Shrigonda_Cluster_2,18.7666,75.1672,Suru,CoM 0265,Black Cotton,Rainfed,2.85,04-08-2022,09-11-2023,2023,0.65,0.526,32.6,34.5,21,4.84,71,516.8,111.25
Ahmednagar,Shrirampur,Shrirampur_Cluster_12,18.7402,74.8413,Adsali,Co 92005,Sandy Loam,Flood,0.6,09-01-2019,14-04-2020,2020,0.806,0.644,31,33.4,18.5,4.88,67.3,294.6,136.38
Ahmednagar,Rahata,Rahata_Cluster_10,18.744,74.7142,Suru,CoM 0265,Black Cotton,Flood,4.49,20-11-2023,30-11-2024,2024,0.551,0.427,33.4,35,17.9,5.99,56.9,323.3,116.07
Ahmednagar,Shrirampur,Shrirampur_Cluster_9,18.9295,74.41,Suru,CoM 0265,Black Cotton,Rainfed,1.1,11-08-2021,06-10-2022,2022,0.727,0.546,33,35.1,18.1,6.1,62.3,645.3,120.1
Ahmednagar,Rahata,Rahata_Cluster_18,19.1167,74.5064,Suru,CoM 0265,Medium Black,Drip,3.93,18-03-2021,07-06-2022,2022,0.598,0.405,32.8,34.6,18.9,5.68,59.3,497,140.93
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,18.8766,74.3178,Suru,Co 86032,Medium Black,Rainfed,3.94,25-06-2022,05-09-2023,2023,0.419,0.367,33.6,34.8,18.9,6.13,68.1,386.3,95.51
Ahmednagar,Parner,Parner_Cluster_1,19.4021,74.4404,Adsali,VSI 434,Clay Loam,Drip,2.61,20-08-2019,29-08-2020,2020,0.802,0.53,29.5,32,22.5,5.07,63.5,523.3,174.39
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_19,18.7646,74.513,Adsali,Co 86032,Clay Loam,Rainfed,3.68,20-09-2019,08-10-2020,2020,0.706,0.622,28.7,30.8,20.5,5.07,41.8,526,112.28
Ahmednagar,Rahata,Rahata_Cluster_14,19.4298,74.6461,Adsali,VSI 434,Clay Loam,Drip,1.05,05-05-2023,16-07-2024,2024,0.798,0.635,28.9,31.3,21.2,5.62,66.2,712.6,174.37
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,18.6696,74.2972,Adsali,Co 86032,Black Cotton,Drip,2.17,15-01-2022,07-03-2023,2023,0.85,0.717,31,33.5,21.1,5.73,60.6,479.6,180
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_5,19.0176,74.9529,Adsali,VSI 434,Sandy Loam,Drip,4.08,02-02-2021,13-04-2022,2022,0.849,0.564,26.8,29.3,22.3,5.15,66.2,547.9,157.42
Ahmednagar,Kopargaon,Kopargaon_Cluster_12,19.317,74.9828,Adsali,Co 92005,Clay Loam,Rainfed,2.8,07-05-2020,04-09-2021,2021,0.54,0.465,31.6,33.2,17.4,5.13,64.2,594.3,121.56
Ahmednagar,Sangamner,Sangamner_Cluster_6,19.1035,74.7903,Adsali,CoM 0265,Black Cotton,Flood,2.98,05-11-2022,08-12-2023,2023,0.652,0.587,30.9,32.8,14.8,4.8,55,374,133.84
Ahmednagar,Parner,Parner_Cluster_16,19.3277,74.9397,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,4.37,05-12-2023,28-12-2024,2024,0.585,0.461,32.1,33.9,21.5,5.47,75.4,706.2,117.8
Ahmednagar,Rahuri,Rahuri_Cluster_14,19.0489,74.6078,Suru,VSI 434,Clay Loam,Drip,4.03,24-11-2020,01-04-2022,2022,0.569,0.45,32.2,33.9,18,5.71,74.1,576.7,126.38
Ahmednagar,Shevgaon,Shevgaon_Cluster_12,19.219,74.2214,Suru,CoM 0265,Black Cotton,Drip,2.79,27-02-2023,15-03-2024,2024,0.627,0.487,32.2,34.1,21.5,5.37,65.8,581.3,133.63
Ahmednagar,Rahata,Rahata_Cluster_2,19.3237,74.8694,Adsali,Co 92005,Clay Loam,Rainfed,0.51,07-03-2021,07-05-2022,2022,0.644,0.454,27.4,29.3,20.1,6.18,45.9,503.2,137.03
Ahmednagar,Shevgaon,Shevgaon_Cluster_17,18.532,74.3901,Pre-seasonal,Co 92005,Clay Loam,Drip,4.02,10-01-2018,21-01-2019,2019,0.687,0.479,31.4,33.5,20.9,5.51,62.2,514.2,147.31
Ahmednagar,Shevgaon,Shevgaon_Cluster_2,18.5627,74.2615,Pre-seasonal,VSI 434,Clay Loam,Rainfed,2.39,09-09-2022,16-12-2023,2023,0.52,0.421,32.3,33.9,18.9,5.29,73.7,573.8,91.07
Ahmednagar,Nevasa,Nevasa_Cluster_18,18.8329,75.14,Pre-seasonal,VSI 434,Black Cotton,Flood,3.84,05-10-2018,16-02-2020,2020,0.615,0.498,29.6,31.4,15,5.15,41.9,512.8,116.11
Ahmednagar,Shrigonda,Shrigonda_Cluster_16,19.2606,74.6171,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,4.16,18-07-2022,16-08-2023,2023,0.499,0.355,34,35.5,21.4,5.79,57.5,463.4,86.5
Ahmednagar,Sangamner,Sangamner_Cluster_3,18.673,74.3656,Adsali,Co 92005,Clay Loam,Flood,4.55,30-03-2020,10-06-2021,2021,0.619,0.476,29,30.9,22.1,5.26,59.5,358.6,136.69
Ahmednagar,Kopargaon,Kopargaon_Cluster_16,18.6904,74.4743,Pre-seasonal,VSI 434,Clay Loam,Rainfed,2.8,19-12-2017,20-02-2019,2019,0.672,0.455,34.1,36.2,21.1,5.97,71.4,298.3,117.98
Ahmednagar,Nevasa,Nevasa_Cluster_6,18.7134,74.8803,Adsali,Co 86032,Sandy Loam,Rainfed,1.46,14-07-2018,21-09-2019,2019,0.434,0.375,29.5,30.8,18.5,5.89,54.2,698.4,114.96
Ahmednagar,Rahata,Rahata_Cluster_13,18.8217,74.346,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,0.93,03-12-2021,01-02-2023,2023,0.549,0.485,30.7,32.4,16.7,5.94,65.8,534.8,106.99
Ahmednagar,Parner,Parner_Cluster_19,18.7108,74.5557,Adsali,Co 86032,Sandy Loam,Drip,0.51,24-05-2019,31-05-2020,2020,0.85,0.731,30.7,33.2,19.4,4.74,60,550.3,157.77
Ahmednagar,Pathardi,Pathardi_Cluster_19,18.6087,74.4825,Adsali,Co 86032,Medium Black,Flood,2.25,27-10-2021,20-01-2023,2023,0.825,0.68,30.3,32.8,18.6,5.64,73.2,666.2,148.83
Ahmednagar,Shrirampur,Shrirampur_Cluster_4,18.5817,75.1376,Pre-seasonal,Co 86032,Black Cotton,Flood,0.95,12-04-2022,06-06-2023,2023,0.644,0.438,27.9,29.8,20.5,5.53,54.2,428.3,121.93
Ahmednagar,Pathardi,Pathardi_Cluster_5,19.4242,74.2126,Suru,CoM 0265,Medium Black,Flood,4.88,06-09-2022,01-01-2024,2024,0.535,0.346,34.9,36.5,22.2,6.02,59.2,509.7,130.17
Ahmednagar,Shrirampur,Shrirampur_Cluster_3,19.401,75.1326,Pre-seasonal,VSI 434,Sandy Loam,Flood,1.06,11-05-2020,23-05-2021,2021,0.832,0.729,27.4,29.9,19.3,4.95,62.2,541.7,139.83
Ahmednagar,Rahata,Rahata_Cluster_15,19.1804,74.574,Pre-seasonal,Co 92005,Sandy Loam,Drip,0.85,22-07-2021,30-07-2022,2022,0.85,0.727,27,29.5,19.8,5.95,49.5,401.4,129.01
Ahmednagar,Jamkhed,Jamkhed_Cluster_9,19.2759,74.8893,Suru,CoM 0265,Clay Loam,Flood,1.78,25-08-2022,03-11-2023,2023,0.654,0.531,31.8,33.7,19.6,5.51,63.9,293,124.68
Ahmednagar,Nevasa,Nevasa_Cluster_4,19.2857,74.68,Adsali,Co 92005,Medium Black,Rainfed,2.03,12-09-2019,02-11-2020,2020,0.675,0.459,32,34.1,17.3,5.72,61.3,517.8,146.88
Ahmednagar,Pathardi,Pathardi_Cluster_5,18.7118,74.7723,Adsali,CoM 0265,Medium Black,Rainfed,3.12,20-12-2019,17-04-2021,2021,0.768,0.591,28.6,30.9,17.7,4.9,61.7,397.2,143.46
Ahmednagar,Kopargaon,Kopargaon_Cluster_15,18.8873,74.2157,Suru,CoM 0265,Clay Loam,Flood,4.32,08-08-2019,29-11-2020,2020,0.628,0.483,33.1,35,19.2,6.76,78.9,441.2,126.53
Ahmednagar,Karjat,Karjat_Cluster_1,18.6914,74.7131,Pre-seasonal,VSI 434,Sandy Loam,Drip,0.69,27-07-2023,18-08-2024,2024,0.811,0.694,27.6,30.1,16.9,4.91,49.8,450.1,133.14
Ahmednagar,Karjat,Karjat_Cluster_13,18.7135,74.8577,Pre-seasonal,Co 86032,Black Cotton,Flood,3.53,22-09-2018,15-11-2019,2019,0.613,0.493,29,30.9,19.3,6.05,70.4,311.1,131.88
Ahmednagar,Parner,Parner_Cluster_11,18.6957,74.9286,Adsali,CoM 0265,Clay Loam,Rainfed,3.23,28-01-2019,04-05-2020,2020,0.771,0.718,30.6,32.9,22.2,5.56,55.4,560.5,141.86
Ahmednagar,Rahuri,Rahuri_Cluster_15,19.3825,75.0718,Pre-seasonal,CoM 0265,Medium Black,Drip,4.15,13-06-2023,05-09-2024,2024,0.768,0.586,29.9,32.2,20.2,5.51,71,697.9,180
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,18.5477,74.8102,Suru,VSI 434,Sandy Loam,Rainfed,3.68,15-11-2020,25-01-2022,2022,0.353,0.328,33.8,34.9,22.1,6.38,44.6,348.3,84.47
Ahmednagar,Rahata,Rahata_Cluster_10,19.0395,74.4283,Suru,VSI 434,Clay Loam,Rainfed,3.63,22-03-2018,24-07-2019,2019,0.475,0.426,30.9,32.3,21.6,5.91,64,614.3,85.58
Ahmednagar,Karjat,Karjat_Cluster_13,19.2203,75.1231,Adsali,VSI 434,Sandy Loam,Drip,4.18,23-09-2022,26-12-2023,2023,0.829,0.699,28.4,30.9,19.5,5.26,54.8,306.5,176.15
Ahmednagar,Shrirampur,Shrirampur_Cluster_9,19.0663,74.7694,Suru,Co 92005,Black Cotton,Flood,4.44,07-01-2018,10-05-2019,2019,0.511,0.401,35.3,36.8,22.3,6.61,67.9,459.1,102.35
Ahmednagar,Nevasa,Nevasa_Cluster_18,18.5283,74.8495,Pre-seasonal,Co 92005,Clay Loam,Drip,0.64,18-12-2023,30-12-2024,2024,0.713,0.603,28.8,31,15.7,6.52,74.3,454.6,150.96
Ahmednagar,Shevgaon,Shevgaon_Cluster_2,19.3282,74.2071,Adsali,VSI 434,Medium Black,Rainfed,4.2,09-02-2018,26-05-2019,2019,0.541,0.437,29.1,30.7,19.9,4.96,55,455.9,105.28
Ahmednagar,Shevgaon,Shevgaon_Cluster_15,19.428,75.1001,Adsali,CoM 0265,Sandy Loam,Drip,0.6,25-09-2023,12-11-2024,2024,0.85,0.689,29.4,31.9,22.4,5.41,53.8,542,157.63
Ahmednagar,Nevasa,Nevasa_Cluster_1,19.1413,74.844,Adsali,VSI 434,Sandy Loam,Flood,4.58,02-01-2021,04-04-2022,2022,0.769,0.522,31.4,33.7,23.5,4.59,95,783.7,157.72
Ahmednagar,Jamkhed,Jamkhed_Cluster_16,18.5789,74.4224,Adsali,CoM 0265,Clay Loam,Flood,2.28,19-02-2020,03-07-2021,2021,0.693,0.59,25.8,27.9,21.5,6.28,58.9,242.3,139.78
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_13,18.607,74.9833,Suru,Co 86032,Sandy Loam,Rainfed,2.14,22-05-2018,22-08-2019,2019,0.619,0.563,31.7,33.6,21.1,5.62,77.3,461.8,81.74
Ahmednagar,Rahata,Rahata_Cluster_11,18.5629,74.5845,Suru,Co 92005,Clay Loam,Drip,1.27,25-06-2020,03-08-2021,2021,0.679,0.585,33.4,35.5,22,5.96,56,412.9,111.32
Ahmednagar,Akole,Akole_Cluster_5,19.311,74.5087,Adsali,Co 92005,Medium Black,Flood,4.51,15-03-2021,01-04-2022,2022,0.656,0.445,31,33,18.3,5.82,88.3,715.5,159.33
Ahmednagar,Akole,Akole_Cluster_6,19.081,74.977,Adsali,CoM 0265,Black Cotton,Drip,1.17,28-04-2022,23-07-2023,2023,0.726,0.551,28.6,30.7,21.9,5.41,75.9,889.8,176.43
Ahmednagar,Sangamner,Sangamner_Cluster_15,19.1899,74.255,Suru,Co 86032,Medium Black,Drip,3.28,25-09-2017,22-01-2019,2019,0.661,0.451,34.1,36.1,22.7,6.72,62.4,466.7,123.73
Ahmednagar,Jamkhed,Jamkhed_Cluster_6,19.3746,74.6717,Pre-seasonal,Co 92005,Clay Loam,Flood,3.82,18-12-2019,01-01-2021,2021,0.784,0.674,25.4,27.8,20.7,6.03,92.4,322.8,136.91
Ahmednagar,Shevgaon,Shevgaon_Cluster_5,19.1381,74.2884,Adsali,CoM 0265,Black Cotton,Drip,1.5,10-04-2023,26-04-2024,2024,0.827,0.679,30.1,32.6,19.9,5.78,78.7,464.7,180
Ahmednagar,Rahuri,Rahuri_Cluster_20,19.3722,74.3869,Suru,VSI 434,Sandy Loam,Flood,4.12,10-05-2020,04-06-2021,2021,0.597,0.433,31.9,33.7,20,5.29,67.7,307.7,103.83
Ahmednagar,Rahata,Rahata_Cluster_13,18.723,74.5901,Adsali,VSI 434,Sandy Loam,Flood,3.24,21-07-2019,05-10-2020,2020,0.85,0.709,26.9,29.5,18.3,5.43,51.3,416.6,135.97
Ahmednagar,Parner,Parner_Cluster_1,19.0014,74.3049,Adsali,Co 86032,Medium Black,Drip,4.33,22-12-2021,08-01-2023,2023,0.788,0.648,30,32.4,23.9,5.54,44.6,377.9,177.37
Ahmednagar,Jamkhed,Jamkhed_Cluster_15,18.9901,75.1551,Pre-seasonal,Co 92005,Sandy Loam,Drip,4.11,10-02-2019,05-06-2020,2020,0.673,0.494,33.2,35.2,22.9,5.23,51.2,283.6,99.43
Ahmednagar,Shrigonda,Shrigonda_Cluster_9,18.9264,74.5976,Adsali,CoM 0265,Black Cotton,Flood,2.94,14-02-2021,13-05-2022,2022,0.794,0.576,30.9,33.2,17.8,5.63,68.5,676.5,169.02
Ahmednagar,Kopargaon,Kopargaon_Cluster_5,19.1192,74.8717,Suru,CoM 0265,Sandy Loam,Flood,4.43,12-04-2023,16-06-2024,2024,0.585,0.42,30.6,32.4,20.3,5.85,66.4,567,109.84
Ahmednagar,Akole,Akole_Cluster_15,19.2299,74.7005,Adsali,Co 86032,Black Cotton,Flood,1.21,03-09-2020,06-10-2021,2021,0.85,0.696,30,32.6,19.6,5.45,91.5,1017.3,180
Ahmednagar,Karjat,Karjat_Cluster_19,18.8602,74.4319,Pre-seasonal,VSI 434,Clay Loam,Drip,1.17,17-01-2021,26-05-2022,2022,0.683,0.59,29,31.1,17.2,4.87,59.7,410.7,122.83
Ahmednagar,Pathardi,Pathardi_Cluster_1,19.0869,74.2031,Adsali,Co 86032,Black Cotton,Rainfed,1.27,16-07-2021,10-09-2022,2022,0.793,0.6,30.5,32.9,21.6,4.81,51.1,607.7,161.6
Ahmednagar,Kopargaon,Kopargaon_Cluster_12,18.5316,74.2381,Suru,Co 86032,Black Cotton,Drip,4.31,15-10-2019,27-12-2020,2020,0.524,0.338,32.2,33.8,22.5,6.11,60.6,469.7,125.44
Ahmednagar,Shrigonda,Shrigonda_Cluster_20,19.0353,74.5462,Suru,CoM 0265,Black Cotton,Rainfed,2.47,12-09-2019,02-01-2021,2021,0.442,0.322,33.6,35,17.7,5.96,56.7,460.5,114.87
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_8,19.2495,75.01,Pre-seasonal,VSI 434,Medium Black,Rainfed,4.07,19-11-2022,04-03-2024,2024,0.719,0.545,29.3,31.4,19.2,5.12,46.1,422.2,115.97
Ahmednagar,Parner,Parner_Cluster_17,18.6212,75.1389,Pre-seasonal,Co 92005,Clay Loam,Rainfed,4.92,19-01-2019,16-02-2020,2020,0.549,0.397,32.4,34,19.6,5.09,38.9,633.7,108.76
Ahmednagar,Nevasa,Nevasa_Cluster_8,19.184,75.0352,Adsali,CoM 0265,Clay Loam,Rainfed,2.53,26-03-2020,15-07-2021,2021,0.576,0.435,27.2,29,19.2,5.89,60.7,430.4,128.11
Ahmednagar,Sangamner,Sangamner_Cluster_17,18.9081,74.4333,Suru,CoM 0265,Sandy Loam,Flood,1.32,26-06-2022,14-08-2023,2023,0.734,0.683,33,35.2,16.8,6.43,65.7,397.1,118.38
Ahmednagar,Nevasa,Nevasa_Cluster_7,18.6275,74.7398,Pre-seasonal,Co 86032,Black Cotton,Drip,3.68,23-10-2017,05-03-2019,2019,0.66,0.551,32.4,34.4,19.5,4.84,51.7,516.9,165.49
Ahmednagar,Pathardi,Pathardi_Cluster_5,18.857,75.1465,Adsali,Co 86032,Black Cotton,Rainfed,2.25,27-09-2018,28-10-2019,2019,0.699,0.572,29,31.1,17.5,5.71,45.3,458,143.69
Ahmednagar,Shevgaon,Shevgaon_Cluster_18,18.6083,74.996,Suru,VSI 434,Clay Loam,Drip,0.85,31-01-2021,04-03-2022,2022,0.588,0.469,33.5,35.2,19.1,5.71,44.4,570.4,130.58
Ahmednagar,Karjat,Karjat_Cluster_14,19.2863,74.7403,Adsali,CoM 0265,Sandy Loam,Drip,3.07,08-10-2019,16-01-2021,2021,0.827,0.593,31.5,34,22.1,5.6,52.6,350.6,165.42
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_3,19.2724,74.558,Adsali,CoM 0265,Black Cotton,Rainfed,2.94,05-08-2022,17-09-2023,2023,0.85,0.677,24.2,26.8,20.2,5.49,62,476.5,164.13
Ahmednagar,Jamkhed,Jamkhed_Cluster_11,18.6086,74.2575,Suru,Co 86032,Clay Loam,Rainfed,2.68,11-03-2023,11-03-2024,2024,0.489,0.409,35.6,37.1,17.4,6.76,65.7,360.7,86.23
Ahmednagar,Shrigonda,Shrigonda_Cluster_6,19.3498,74.9963,Pre-seasonal,Co 92005,Black Cotton,Rainfed,3.79,03-01-2022,31-01-2023,2023,0.648,0.542,28.8,30.8,19,5.38,68.4,563.9,118.11
Ahmednagar,Pathardi,Pathardi_Cluster_2,19.4052,74.9556,Adsali,CoM 0265,Medium Black,Drip,0.68,19-10-2023,13-11-2024,2024,0.677,0.489,29.7,31.7,18.1,5.58,64.6,435.5,159.05
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_11,18.5042,75.0147,Adsali,CoM 0265,Sandy Loam,Rainfed,2.49,16-02-2021,30-04-2022,2022,0.621,0.577,27.7,29.6,19.6,5.68,50.7,482.2,111.54
Ahmednagar,Parner,Parner_Cluster_19,18.5658,74.537,Suru,Co 86032,Sandy Loam,Drip,4.55,08-12-2020,23-01-2022,2022,0.543,0.411,31.7,33.3,16.7,6.09,46.5,423.5,112.1
Ahmednagar,Akole,Akole_Cluster_8,18.6579,74.5445,Pre-seasonal,Co 92005,Clay Loam,Flood,4.8,10-07-2022,22-10-2023,2023,0.732,0.615,30.1,32.3,22.4,4.88,76.7,833.9,127.95
Ahmednagar,Shevgaon,Shevgaon_Cluster_15,18.7185,74.7458,Adsali,Co 86032,Clay Loam,Drip,1.36,10-01-2018,14-02-2019,2019,0.85,0.694,30.8,33.3,16.3,4.88,57,448.8,180
Ahmednagar,Shrigonda,Shrigonda_Cluster_16,18.6627,75.1973,Suru,VSI 434,Black Cotton,Drip,3.56,12-01-2021,01-04-2022,2022,0.681,0.673,30.2,32.3,19.8,5.98,59.6,398.9,121.82
Ahmednagar,Jamkhed,Jamkhed_Cluster_5,18.5695,74.4026,Pre-seasonal,VSI 434,Medium Black,Flood,0.79,27-06-2018,05-11-2019,2019,0.724,0.611,31.9,34.1,18.7,6.14,93.3,307.8,131.04
Ahmednagar,Shrirampur,Shrirampur_Cluster_15,18.9966,74.7752,Suru,Co 92005,Black Cotton,Flood,1.83,24-11-2017,02-03-2019,2019,0.689,0.509,32.6,34.7,21.1,6.44,67.9,558.9,121.78
Ahmednagar,Pathardi,Pathardi_Cluster_1,19.071,74.3578,Suru,CoM 0265,Medium Black,Flood,1.87,07-02-2023,12-04-2024,2024,0.433,0.246,32.1,33.4,13.3,6.06,54.4,542.4,112.02
Ahmednagar,Shrigonda,Shrigonda_Cluster_5,19.2726,74.4659,Pre-seasonal,Co 86032,Clay Loam,Flood,2.49,13-07-2022,06-08-2023,2023,0.58,0.492,30.7,32.5,17.8,6.77,74.6,621.1,139.72
Ahmednagar,Karjat,Karjat_Cluster_3,18.6828,74.2499,Adsali,Co 86032,Clay Loam,Drip,3.36,07-06-2020,17-09-2021,2021,0.85,0.665,28.4,30.9,21.8,5.65,62.5,421,178.48
Ahmednagar,Parner,Parner_Cluster_18,19.2807,74.317,Pre-seasonal,Co 92005,Black Cotton,Rainfed,0.86,17-09-2020,24-01-2022,2022,0.423,0.297,30.7,32,18.2,5.9,58.3,555.7,121.96
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,19.4209,75.0312,Suru,CoM 0265,Medium Black,Flood,4.39,11-08-2021,21-09-2022,2022,0.652,0.585,34,36,20.6,5.89,63.3,364.4,109.72
